X	Y	SpeciesID	SeedAbundance	SeedlingAbundance	AdultAbundance
77	1	1	240	792	18244	8117
78	1	1	251	0	0	0
79	1	1	355	0	0	0
80	1	1	126	0	0	0
81	1	1	78	8572	0	0
82	1	1	105	0	0	0
83	1	1	140	0	0	0
84	1	1	307	21623	33428	33398
85	1	1	69	0	0	0
86	1	1	312	0	0	0
87	1	1	333	123	0	0
88	1	1	387	1538620	0	0
89	1	1	380	11047	27361	27210
90	1	1	349	15651	44533	43779
91	1	1	274	0	0	0
92	1	1	61	0	0	0
93	1	1	42	890691	0	0
94	1	1	182	0	0	0
95	1	1	293	0	0	0
96	1	1	199	906	5696	5458
97	1	1	161	0	0	0
98	1	1	316	46956	109837	105976
99	1	1	352	0	0	0
100	1	1	348	0	0	0
101	1	1	246	0	0	0
102	1	1	189	269559	466431	441006
103	1	1	283	0	0	0
104	1	1	359	0	0	0
105	1	1	392	0	0	0
106	1	1	30	0	0	0
107	1	1	306	0	0	0
108	1	1	153	0	0	0
109	1	1	315	0	0	0
110	1	1	262	0	0	0
111	1	1	9	0	0	0
112	1	1	202	0	0	0
113	1	1	85	0	0	0
114	1	1	197	0	0	0
115	1	1	340	87220	144887	136232
116	1	1	381	0	0	0
117	1	1	84	0	0	0
118	1	1	354	0	0	0
119	1	1	244	35331	194532	169963
120	1	1	108	0	0	0
121	1	1	216	961470	1597600	1497190
122	1	1	104	26	118	163
123	1	1	151	0	0	0
124	1	1	236	0	0	0
125	1	1	70	0	0	0
126	1	1	19	0	0	0
127	1	1	267	232	1973	1932
128	1	1	325	0	0	0
129	1	1	5	0	0	0
130	1	1	250	0	0	0
131	1	1	174	0	0	0
132	1	1	143	42578	85048	83167
133	1	1	273	0	0	0
134	1	1	233	4049	17942	17935
135	1	1	10	0	0	0
136	1	1	288	128	235	190
137	1	1	74	0	0	0
138	1	1	152	0	0	0
139	1	1	172	14583	41921	41592
140	1	1	300	0	0	0
141	1	1	95	0	0	0
142	1	1	97	4130880	0	0
143	1	1	156	0	0	0
144	1	1	259	0	0	0
145	1	1	292	0	0	0
146	1	1	120	0	0	0
147	1	1	369	0	0	0
148	1	1	320	0	0	0
149	1	1	14	264685	0	0
150	1	1	327	716	6510	5705
151	1	1	91	5069940	6941710	6304550
152	1	1	16	0	0	0
153	1	1	377	0	0	0
154	1	1	99	0	0	0
155	1	1	222	0	0	0
156	1	1	96	4804330	7573610	6541310
157	1	1	148	26	0	0
158	1	1	263	292	3095	3054
159	1	1	141	0	0	0
160	1	1	55	0	0	0
161	1	1	394	0	0	0
162	1	1	65	18	539	541
163	1	1	12	0	0	0
164	1	1	390	21330400	25638400	22530500
165	1	1	40	2	0	0
166	1	1	241	1833950	0	0
167	1	1	23	0	0	0
168	1	1	121	53503	140567	137845
169	1	1	53	75	0	0
170	1	1	75	0	0	0
171	1	1	100	0	0	0
172	1	1	225	0	0	0
173	1	1	122	0	0	0
174	1	1	192	0	0	0
175	1	1	131	0	0	0
176	1	1	337	1	0	0
177	1	1	234	0	0	0
178	1	1	103	0	0	0
179	1	1	221	0	0	0
180	1	1	124	0	0	0
181	1	1	62	0	0	0
182	1	1	279	0	0	0
183	1	1	57	0	0	0
184	1	1	212	0	0	0
185	1	1	112	0	0	0
186	1	1	66	0	0	0
187	1	1	139	0	0	0
188	1	1	397	0	0	0
189	1	1	198	416149	947426	683333
190	1	1	362	100093	247631	241030
191	1	1	183	40	0	0
192	1	1	164	0	0	0
193	1	1	44	0	0	0
194	1	1	179	68975	111470	104080
195	1	1	41	6457	17849	15082
196	1	1	336	0	0	0
197	1	1	400	0	0	0
198	1	1	134	1074	2633	2545
199	1	1	39	0	0	0
200	1	1	399	20	524	585
201	1	1	168	0	0	0
202	1	1	223	0	0	0
203	1	1	249	7	0	0
204	1	1	331	0	0	0
205	1	1	31	0	0	0
206	1	1	137	0	0	0
207	1	1	395	0	0	0
208	1	1	214	0	0	0
209	1	1	36	0	0	0
210	1	1	149	6	0	0
211	1	1	298	782	3042	3045
212	1	1	73	0	0	0
213	1	1	27	740291	1119740	1035150
214	1	1	177	2840180	4548490	3761650
215	1	1	237	0	0	0
216	1	1	167	0	0	0
217	1	1	29	0	0	0
218	1	1	136	0	0	0
219	1	1	138	0	0	0
220	1	1	235	0	0	0
221	1	1	357	0	0	0
222	1	1	388	518	1229	1172
223	1	1	347	0	0	0
224	1	1	228	0	0	0
225	1	1	368	0	0	0
226	1	1	169	0	0	0
227	1	1	18	0	0	0
228	1	1	324	0	0	0
229	1	1	209	0	0	0
230	1	1	48	0	0	0
231	1	1	370	0	0	0
232	1	1	301	0	0	0
233	1	1	129	0	0	0
234	1	1	328	0	0	0
235	1	1	56	0	0	0
236	1	1	127	0	0	0
237	1	1	218	0	0	0
238	1	1	318	1602	11805	8605
239	1	1	330	0	0	0
240	1	1	125	18641	46842	47061
241	1	1	332	0	8	17
242	1	1	296	222699	626089	263200
243	1	1	310	0	0	0
244	1	1	219	0	0	0
245	1	1	239	430	6090	5216
246	1	1	24	0	0	0
247	1	1	163	0	0	0
248	1	1	248	6416	15616	15063
249	1	1	201	0	0	0
250	1	1	220	0	0	0
251	1	1	363	9619970	0	0
252	1	1	231	0	0	0
253	1	1	157	0	0	0
254	1	1	21	72491	296919	154247
255	1	1	132	31294	160600	57727
256	1	1	207	0	0	0
257	1	1	180	0	0	0
258	1	1	343	0	0	0
259	1	1	351	0	0	0
260	1	1	173	6228	36922	4614
261	1	1	178	0	0	0
262	1	1	4	0	0	0
263	1	1	210	103	911	206
264	1	1	37	0	0	0
265	1	1	111	0	0	0
266	1	1	171	408	2382	2421
267	1	1	165	0	0	0
268	1	1	376	0	0	0
269	1	1	106	0	0	0
270	1	1	25	559809	1086980	241454
271	1	1	396	0	0	0
272	1	1	43	1516540	2543310	1921170
273	1	1	33	0	0	0
274	1	1	286	371	7341	4109
275	1	1	313	0	0	0
276	1	1	391	2627380	3652520	3093460
277	1	1	116	766	5582	4290
278	1	1	71	0	0	0
279	1	1	46	0	0	0
280	1	1	119	0	0	0
281	1	1	341	0	0	0
282	1	1	170	55	1506	1069
283	1	1	107	0	0	0
284	1	1	208	0	0	0
285	1	1	266	0	0	0
286	1	1	254	0	0	0
287	1	1	194	0	0	0
288	1	1	101	284	2570	2167
289	1	1	329	0	0	0
290	1	1	115	51	250	223
291	1	1	247	0	0	0
292	1	1	282	0	0	0
293	1	1	375	0	0	0
294	1	1	110	241735	0	0
295	1	1	195	1118	7014	2511
296	1	1	211	1	0	0
297	1	1	304	0	0	0
298	1	1	154	1354	0	0
299	1	1	35	0	0	0
300	1	1	162	1997	3659	3704
301	1	1	89	0	0	0
302	1	1	128	0	0	0
303	1	1	289	0	0	0
304	1	1	338	0	0	0
305	1	1	59	807	4854	4930
306	1	1	269	2936660	4694990	4022790
307	1	1	305	0	0	0
308	1	1	358	0	0	0
309	1	1	366	0	0	0
310	1	1	144	438460	1241870	162996
311	1	1	3	0	0	0
312	1	1	393	0	0	0
313	1	1	303	0	0	0
314	1	1	45	5654660	8813710	4318550
315	1	1	227	1882080	3870840	1291490
316	1	1	314	12831	29821	16535
317	1	1	190	0	0	0
318	1	1	265	79339	175286	141718
319	1	1	184	0	0	0
320	1	1	268	29917	83929	60623
321	1	1	90	0	0	0
322	1	1	87	5	0	0
323	1	1	206	0	0	0
324	1	1	77	3437	15290	5223
325	1	1	203	0	0	0
326	1	1	109	2090	14721	5680
327	1	1	294	0	0	0
328	1	1	321	0	0	0
329	1	1	364	126564	340159	166469
330	1	1	287	0	0	0
331	1	1	92	224967	0	0
332	1	1	205	0	0	0
333	1	1	50	0	0	0
334	1	1	67	51556	130153	92310
335	1	1	176	1	0	0
336	1	1	20	0	0	0
337	1	1	200	1955	7733	833
338	1	1	385	530	4301	3661
339	1	1	302	0	0	0
340	1	1	185	265	0	0
341	1	1	242	0	0	0
342	1	1	311	0	0	0
343	1	1	374	52126	147272	87110
344	1	1	299	0	0	0
345	1	1	322	0	0	0
346	1	1	291	4760450	6982270	3707000
347	1	1	94	0	0	0
348	1	1	297	0	0	0
349	1	1	6	8441	18535	14499
350	1	1	243	3250	44856	10174
351	1	1	271	0	0	0
352	1	1	2	15821800	0	0
353	1	1	193	13532	38717	24760
354	2	1	245	337630	495770	454946
355	2	1	83	0	0	0
356	2	1	238	0	0	0
357	2	1	204	1902740	2830590	2611930
358	2	1	98	0	0	0
359	2	1	386	1344550	2165220	2020070
360	2	1	373	0	0	0
361	2	1	213	0	0	0
362	2	1	346	0	0	0
363	2	1	356	23638	62067	60708
364	2	1	281	0	0	0
365	2	1	123	0	0	0
366	2	1	64	0	0	0
367	2	1	278	34	199	207
368	2	1	8	0	0	0
369	2	1	232	304	5797	5838
370	2	1	60	0	0	0
371	2	1	159	0	0	0
372	2	1	270	0	0	0
373	2	1	93	0	0	0
374	2	1	147	0	0	0
375	2	1	257	0	0	0
376	2	1	224	0	0	0
377	2	1	28	0	0	0
378	2	1	11	12258100	18432600	14603300
379	2	1	344	0	0	0
380	2	1	334	0	0	0
381	2	1	277	0	0	0
382	2	1	255	56	206	193
383	2	1	290	0	0	0
384	2	1	389	0	0	0
385	2	1	68	313	1386	1422
386	2	1	160	137	551	521
387	2	1	155	12	0	0
388	2	1	367	0	0	0
389	2	1	26	0	0	0
390	2	1	272	0	0	0
391	2	1	22	0	0	0
392	2	1	80	0	0	0
393	2	1	191	0	0	0
394	2	1	371	0	0	0
395	2	1	187	0	0	0
396	2	1	166	3805	10497	10218
397	2	1	382	106	1384	1414
398	2	1	79	0	0	0
399	2	1	113	0	0	0
400	2	1	196	102	358	348
401	2	1	353	0	0	0
402	2	1	285	0	0	0
403	2	1	361	110478	191155	180878
404	2	1	309	0	0	0
405	2	1	118	0	0	0
406	2	1	384	0	0	0
407	2	1	372	252	1995	2154
408	2	1	15	0	0	0
409	2	1	308	0	0	0
410	2	1	275	0	0	0
411	2	1	34	0	0	0
412	2	1	158	0	0	0
413	2	1	47	0	0	0
414	2	1	86	47	246	245
415	2	1	323	24691	39336	36356
416	2	1	342	40	576	532
417	2	1	339	0	0	0
418	2	1	63	48	637	607
419	2	1	7	0	0	0
420	2	1	51	358074	612560	577273
421	2	1	264	0	0	0
422	2	1	38	0	0	0
423	2	1	186	0	0	0
424	2	1	215	850659	1426140	1338260
425	2	1	226	130792	367152	324147
426	2	1	175	14	108	92
427	2	1	261	0	0	0
428	2	1	360	1170320	1953200	1833770
429	2	1	345	0	0	0
430	2	1	240	751	17835	7792
431	2	1	251	0	0	0
432	2	1	355	0	0	0
433	2	1	126	0	0	0
434	2	1	78	11022	0	0
435	2	1	105	0	0	0
436	2	1	140	0	0	0
437	2	1	307	20897	32238	31821
438	2	1	69	0	0	0
439	2	1	312	0	0	0
440	2	1	333	129	0	0
441	2	1	387	1469710	0	0
442	2	1	380	10838	26503	25549
443	2	1	349	14847	42722	41871
444	2	1	274	0	0	0
445	2	1	61	0	0	0
446	2	1	42	872283	0	0
447	2	1	182	0	0	0
448	2	1	293	0	0	0
449	2	1	199	823	5183	5169
450	2	1	161	0	2	7
451	2	1	316	44394	104502	101283
452	2	1	352	0	0	0
453	2	1	348	0	0	0
454	2	1	246	0	0	0
455	2	1	189	260248	449169	422031
456	2	1	283	0	0	0
457	2	1	359	0	0	0
458	2	1	392	0	0	0
459	2	1	30	0	0	0
460	2	1	306	0	0	0
461	2	1	153	0	0	0
462	2	1	315	0	0	0
463	2	1	262	0	0	0
464	2	1	9	0	0	0
465	2	1	202	0	0	0
466	2	1	85	0	0	0
467	2	1	197	0	0	0
468	2	1	340	83695	138776	130222
469	2	1	381	0	0	0
470	2	1	84	0	0	0
471	2	1	354	0	0	0
472	2	1	244	33807	184524	163487
473	2	1	108	0	0	0
474	2	1	216	918182	1522690	1429330
475	2	1	104	29	132	147
476	2	1	151	0	0	0
477	2	1	236	0	0	0
478	2	1	70	0	0	0
479	2	1	19	0	0	0
480	2	1	267	198	1959	1896
481	2	1	325	0	0	0
482	2	1	5	0	0	0
483	2	1	250	0	0	0
484	2	1	174	0	0	0
485	2	1	143	40517	80156	79123
486	2	1	273	0	0	0
487	2	1	233	3963	16877	17119
488	2	1	10	0	0	0
489	2	1	288	161	228	218
490	2	1	74	0	0	0
491	2	1	152	0	0	0
492	2	1	172	14220	40156	39072
493	2	1	300	0	0	0
494	2	1	95	0	0	0
495	2	1	97	3938740	0	0
496	2	1	156	0	0	0
497	2	1	259	0	0	0
498	2	1	292	0	0	0
499	2	1	120	0	0	0
500	2	1	369	0	0	0
501	2	1	320	0	0	0
502	2	1	14	252115	0	0
503	2	1	327	667	6404	5499
504	2	1	91	4839090	6627820	6017420
505	2	1	16	0	0	0
506	2	1	377	0	0	0
507	2	1	99	0	0	0
508	2	1	222	0	0	0
509	2	1	96	4570180	7205530	6300620
510	2	1	148	38	0	0
511	2	1	263	273	2903	2976
512	2	1	141	0	0	0
513	2	1	55	0	0	0
514	2	1	394	0	0	0
515	2	1	65	23	549	514
516	2	1	12	0	0	0
517	2	1	390	20370700	24474300	21509600
518	2	1	40	0	0	0
519	2	1	241	1752650	0	0
520	2	1	23	0	0	0
521	2	1	121	50922	133459	130668
522	2	1	53	136	0	0
523	2	1	75	0	0	0
524	2	1	100	0	0	0
525	2	1	225	0	0	0
526	2	1	122	0	0	0
527	2	1	192	0	0	0
528	2	1	131	0	0	0
529	2	1	337	0	0	0
530	2	1	234	0	0	0
531	2	1	103	0	0	0
532	2	1	221	0	0	0
533	2	1	124	0	0	0
534	2	1	62	0	0	0
535	2	1	279	0	0	0
536	2	1	57	0	0	0
537	2	1	212	0	0	0
538	2	1	112	0	0	0
539	2	1	66	0	0	0
540	2	1	139	0	0	0
541	2	1	397	0	0	0
542	2	1	198	396133	900279	658896
543	2	1	362	95200	235199	230041
544	2	1	183	34	0	0
545	2	1	164	0	0	0
546	2	1	44	0	0	0
547	2	1	179	65868	106997	99750
548	2	1	41	6153	16929	14513
549	2	1	336	0	0	0
550	2	1	400	0	0	0
551	2	1	134	1003	2482	2456
552	2	1	39	0	0	0
553	2	1	399	25	530	567
554	2	1	168	0	0	0
555	2	1	223	0	0	0
556	2	1	249	10	0	0
557	2	1	331	0	0	0
558	2	1	31	0	0	0
559	2	1	137	0	0	0
560	2	1	395	0	0	0
561	2	1	214	0	0	0
562	2	1	36	0	0	0
563	2	1	149	6	0	0
564	2	1	298	815	2974	2957
565	2	1	73	0	0	0
566	2	1	27	710948	1074250	991834
567	2	1	177	2703160	4314580	3616840
568	2	1	237	0	0	0
569	2	1	167	0	0	0
570	2	1	29	0	0	0
571	2	1	136	0	0	0
572	2	1	138	0	0	0
573	2	1	235	0	0	0
574	2	1	357	0	0	0
575	2	1	388	561	1143	1078
576	2	1	347	0	0	0
577	2	1	228	0	0	0
578	2	1	368	0	0	0
579	2	1	169	0	0	0
580	2	1	18	0	0	0
581	2	1	324	0	0	0
582	2	1	209	0	0	0
583	2	1	48	0	0	0
584	2	1	370	0	0	0
585	2	1	301	0	0	0
586	2	1	129	0	0	0
587	2	1	328	0	0	0
588	2	1	56	0	0	0
589	2	1	127	0	0	0
590	2	1	218	0	0	0
591	2	1	318	1556	11342	8301
592	2	1	330	0	0	0
593	2	1	125	17811	45139	44381
594	2	1	332	11112	147374	29521
595	2	1	296	214138	601959	254461
596	2	1	310	0	0	0
597	2	1	219	0	0	0
598	2	1	239	436	5925	5027
599	2	1	24	0	0	0
600	2	1	163	0	0	0
601	2	1	248	6395	14979	14736
602	2	1	201	0	0	0
603	2	1	220	0	0	0
604	2	1	363	9255970	0	0
605	2	1	231	0	0	0
606	2	1	157	0	0	0
607	2	1	21	69942	286353	149419
608	2	1	132	30616	154451	55965
609	2	1	207	0	0	0
610	2	1	180	0	0	0
611	2	1	343	0	0	0
612	2	1	351	0	0	0
613	2	1	173	6123	36124	4465
614	2	1	178	0	0	0
615	2	1	4	0	0	0
616	2	1	210	106	889	199
617	2	1	37	0	0	0
618	2	1	111	0	0	0
619	2	1	171	377	2306	2174
620	2	1	165	0	0	0
621	2	1	376	0	0	0
622	2	1	106	0	0	0
623	2	1	25	539647	1046860	233764
624	2	1	396	0	0	0
625	2	1	43	1460000	2441900	1854350
626	2	1	33	0	0	0
627	2	1	286	340	6929	3965
628	2	1	313	0	0	0
629	2	1	391	2523490	3511410	2985770
630	2	1	116	737	5530	4135
631	2	1	71	0	0	0
632	2	1	46	0	0	0
633	2	1	119	0	0	0
634	2	1	341	0	0	0
635	2	1	170	0	2	0
636	2	1	107	0	0	0
637	2	1	208	0	0	0
638	2	1	266	0	0	0
639	2	1	254	0	0	0
640	2	1	194	0	0	0
641	2	1	101	264	2425	2100
642	2	1	329	0	0	0
643	2	1	115	31	244	231
644	2	1	247	0	0	0
645	2	1	282	0	0	0
646	2	1	375	0	0	0
647	2	1	110	260060	0	0
648	2	1	195	1049	6803	2434
649	2	1	211	2	0	0
650	2	1	304	0	0	0
651	2	1	154	1501	0	0
652	2	1	35	0	0	0
653	2	1	162	1919	3548	3452
654	2	1	89	0	0	0
655	2	1	128	0	0	0
656	2	1	289	0	0	0
657	2	1	338	0	0	0
658	2	1	59	783	4728	4733
659	2	1	269	2986730	4767920	3885940
660	2	1	305	0	0	0
661	2	1	358	0	0	0
662	2	1	366	0	0	0
663	2	1	144	429346	1217830	157732
664	2	1	3	0	0	0
665	2	1	393	0	0	0
666	2	1	303	0	0	0
667	2	1	45	5421780	8461570	4188130
668	2	1	227	1804730	3715030	1251060
669	2	1	314	12105	28712	16011
670	2	1	190	0	0	0
671	2	1	265	76272	168361	137512
672	2	1	184	0	0	0
673	2	1	268	28641	80023	58726
674	2	1	90	0	0	0
675	2	1	87	7	0	0
676	2	1	206	0	0	0
677	2	1	77	3211	14816	5064
678	2	1	203	0	0	0
679	2	1	109	2036	14135	5508
680	2	1	294	0	0	0
681	2	1	321	0	0	0
682	2	1	364	121568	329369	160801
683	2	1	287	0	0	0
684	2	1	92	289087	0	0
685	2	1	205	0	0	0
686	2	1	50	0	0	0
687	2	1	67	49268	126136	89349
688	2	1	176	5	0	0
689	2	1	20	0	0	0
690	2	1	200	1828	7499	808
691	2	1	385	541	4130	3536
692	2	1	302	0	0	0
693	2	1	185	364	0	0
694	2	1	242	0	0	0
695	2	1	311	0	0	0
696	2	1	374	50740	142960	84356
697	2	1	299	0	0	0
698	2	1	322	0	0	0
699	2	1	291	4586300	6726200	3586760
700	2	1	94	0	0	0
701	2	1	297	0	0	0
702	2	1	6	8137	17543	14050
703	2	1	243	3216	43348	9838
704	2	1	271	0	0	0
705	2	1	2	15241200	0	0
706	2	1	193	13049	37110	24018
707	3	1	245	336395	492297	453283
708	3	1	83	1	0	0
709	3	1	238	0	0	0
710	3	1	204	1901410	2818450	2599010
711	3	1	98	0	0	0
712	3	1	386	1341570	2155570	2013150
713	3	1	373	0	0	0
714	3	1	213	1	0	0
715	3	1	346	0	3	0
716	3	1	356	23314	62324	61400
717	3	1	281	0	0	0
718	3	1	123	0	0	0
719	3	1	64	0	0	0
720	3	1	278	37	203	203
721	3	1	8	0	0	0
722	3	1	232	324	5992	5963
723	3	1	60	0	0	0
724	3	1	159	0	0	0
725	3	1	270	0	0	0
726	3	1	93	0	0	0
727	3	1	147	3650	10595	10530
728	3	1	257	0	0	0
729	3	1	224	0	0	0
730	3	1	28	0	0	0
731	3	1	11	12206400	18364400	14528600
732	3	1	344	0	0	0
733	3	1	334	0	0	0
734	3	1	277	0	0	0
735	3	1	255	83	194	197
736	3	1	290	0	0	0
737	3	1	389	0	0	0
738	3	1	68	310	1391	1401
739	3	1	160	163	540	530
740	3	1	155	12	0	0
741	3	1	367	0	0	0
742	3	1	26	0	0	0
743	3	1	272	0	0	0
744	3	1	22	0	0	0
745	3	1	80	0	0	0
746	3	1	191	0	0	0
747	3	1	371	0	0	0
748	3	1	187	0	0	0
749	3	1	166	3725	10536	10401
750	3	1	382	101	1363	1412
751	3	1	79	0	0	0
752	3	1	113	0	0	0
753	3	1	196	116	373	328
754	3	1	353	0	0	0
755	3	1	285	0	0	0
756	3	1	361	111410	190878	179740
757	3	1	309	0	0	0
758	3	1	118	0	0	0
759	3	1	384	0	0	0
760	3	1	372	231	1976	1985
761	3	1	15	0	0	0
762	3	1	308	0	0	0
763	3	1	275	0	0	0
764	3	1	34	0	0	0
765	3	1	158	0	0	0
766	3	1	47	0	0	0
767	3	1	86	49	231	246
768	3	1	323	23935	38975	36802
769	3	1	342	50	517	553
770	3	1	339	0	0	0
771	3	1	63	70	642	635
772	3	1	7	0	0	0
773	3	1	51	357255	609925	576006
774	3	1	264	0	0	0
775	3	1	38	0	0	0
776	3	1	186	0	0	0
777	3	1	215	848712	1423880	1341380
778	3	1	226	129397	364482	322760
779	3	1	175	12	94	85
780	3	1	261	0	0	0
781	3	1	360	1167630	1946500	1830750
782	3	1	345	0	0	0
783	3	1	240	707	17487	7788
784	3	1	251	0	0	0
785	3	1	355	0	0	0
786	3	1	126	0	0	0
787	3	1	78	12699	0	0
788	3	1	105	0	0	0
789	3	1	140	0	0	0
790	3	1	307	20299	32044	31472
791	3	1	69	0	0	0
792	3	1	312	0	0	0
793	3	1	333	150	0	0
794	3	1	387	1463430	0	0
795	3	1	380	10545	26309	25965
796	3	1	349	14917	42535	41756
797	3	1	274	0	0	0
798	3	1	61	0	0	0
799	3	1	42	876032	0	0
800	3	1	182	0	0	0
801	3	1	293	0	0	0
802	3	1	199	885	5223	5077
803	3	1	161	0	1	0
804	3	1	316	44183	104679	101459
805	3	1	352	0	0	0
806	3	1	348	0	0	0
807	3	1	246	0	0	0
808	3	1	189	260863	447638	422636
809	3	1	283	0	0	0
810	3	1	359	0	0	0
811	3	1	392	0	0	0
812	3	1	30	0	0	0
813	3	1	306	0	0	0
814	3	1	153	0	0	0
815	3	1	315	0	0	0
816	3	1	262	0	0	0
817	3	1	9	0	0	0
818	3	1	202	0	0	0
819	3	1	85	0	0	0
820	3	1	197	0	0	0
821	3	1	340	83198	137962	129200
822	3	1	381	0	0	0
823	3	1	84	0	0	0
824	3	1	354	0	0	0
825	3	1	244	33426	184619	162939
826	3	1	108	0	0	0
827	3	1	216	917172	1518610	1426850
828	3	1	104	30	148	181
829	3	1	151	0	0	0
830	3	1	236	0	0	0
831	3	1	70	0	0	0
832	3	1	19	0	0	0
833	3	1	267	209	1920	1892
834	3	1	325	0	0	0
835	3	1	5	0	0	0
836	3	1	250	0	0	0
837	3	1	174	0	0	0
838	3	1	143	40557	80385	79302
839	3	1	273	0	0	0
840	3	1	233	3970	17134	16729
841	3	1	10	0	0	0
842	3	1	288	161	239	227
843	3	1	74	0	0	0
844	3	1	152	0	0	0
845	3	1	172	14067	39930	39407
846	3	1	300	0	0	0
847	3	1	95	0	0	0
848	3	1	97	3933840	0	0
849	3	1	156	0	0	0
850	3	1	259	0	0	0
851	3	1	292	0	0	0
852	3	1	120	0	0	0
853	3	1	369	0	0	0
854	3	1	320	0	0	0
855	3	1	14	250329	0	0
856	3	1	327	615	6448	5491
857	3	1	91	4815130	6607650	6005820
858	3	1	16	0	0	0
859	3	1	377	0	0	0
860	3	1	99	1	0	0
861	3	1	222	0	0	0
862	3	1	96	4559080	7186710	6272540
863	3	1	148	35	0	0
864	3	1	263	283	2961	2925
865	3	1	141	0	0	0
866	3	1	55	0	0	0
867	3	1	394	0	0	0
868	3	1	65	21	504	484
869	3	1	12	0	0	0
870	3	1	390	20290100	24389000	21466200
871	3	1	40	2	0	0
872	3	1	241	1753250	0	0
873	3	1	23	0	0	0
874	3	1	121	51001	132755	129869
875	3	1	53	118	0	0
876	3	1	75	0	0	0
877	3	1	100	0	0	0
878	3	1	225	0	0	0
879	3	1	122	0	0	0
880	3	1	192	0	0	0
881	3	1	131	0	0	0
882	3	1	337	0	0	0
883	3	1	234	0	0	0
884	3	1	103	0	0	0
885	3	1	221	0	0	0
886	3	1	124	0	0	0
887	3	1	62	0	0	0
888	3	1	279	0	0	0
889	3	1	57	0	0	0
890	3	1	212	0	0	0
891	3	1	112	0	0	0
892	3	1	66	0	0	0
893	3	1	139	0	0	0
894	3	1	397	0	0	0
895	3	1	198	394646	899804	655692
896	3	1	362	93711	235297	229902
897	3	1	183	35	0	0
898	3	1	164	0	0	0
899	3	1	44	0	0	0
900	3	1	179	65693	106741	99942
901	3	1	41	6147	17093	14438
902	3	1	336	0	0	0
903	3	1	400	0	0	0
904	3	1	134	935	2539	2509
905	3	1	39	0	0	0
906	3	1	399	28	533	527
907	3	1	168	0	0	0
908	3	1	223	0	0	0
909	3	1	249	15	0	0
910	3	1	331	0	0	0
911	3	1	31	0	0	0
912	3	1	137	0	0	0
913	3	1	395	0	0	0
914	3	1	214	0	0	0
915	3	1	36	0	0	0
916	3	1	149	13	0	0
917	3	1	298	735	2944	3059
918	3	1	73	0	0	0
919	3	1	27	706335	1072650	995614
920	3	1	177	2690100	4311530	3605470
921	3	1	237	0	0	0
922	3	1	167	0	0	0
923	3	1	29	0	0	0
924	3	1	136	0	0	0
925	3	1	138	0	0	0
926	3	1	235	0	0	0
927	3	1	357	0	0	0
928	3	1	388	523	1160	1077
929	3	1	347	0	0	0
930	3	1	228	0	0	0
931	3	1	368	0	0	0
932	3	1	169	0	0	0
933	3	1	18	0	0	0
934	3	1	324	0	0	0
935	3	1	209	0	0	0
936	3	1	48	0	0	0
937	3	1	370	0	0	0
938	3	1	301	0	0	0
939	3	1	129	0	0	0
940	3	1	328	0	0	0
