X	Y	SpeciesID	SeedAbundance	SeedlingAbundance	AdultAbundance
136	1	10	1	0	0	0
137	2	10	1	0	0	0
138	3	10	1	0	0	0
139	4	10	1	0	0	0
140	5	10	1	0	0	0
141	6	10	1	0	0	0
142	7	10	1	0	0	0
143	8	10	1	0	0	0
144	9	10	1	0	0	0
145	10	10	1	0	0	0
146	11	10	1	0	0	0
147	12	10	1	0	0	0
148	13	10	1	0	0	0
149	14	10	1	0	0	0
150	15	10	1	0	0	0
151	1	11	1	0	0	0
152	2	11	1	0	0	0
153	3	11	1	0	0	0
154	4	11	1	0	0	0
155	5	11	1	0	0	0
156	6	11	1	0	0	0
157	7	11	1	0	0	0
158	8	11	1	0	0	0
159	9	11	1	0	0	0
160	10	11	1	0	0	0
161	11	11	1	0	0	0
162	12	11	1	0	0	0
163	13	11	1	0	0	0
164	14	11	1	0	0	0
165	15	11	1	0	0	0
166	1	12	1	0	0	0
167	2	12	1	0	0	0
168	3	12	1	0	0	0
169	4	12	1	0	0	0
170	5	12	1	0	0	0
171	6	12	1	0	0	0
172	7	12	1	0	0	0
173	8	12	1	0	0	0
174	9	12	1	0	0	0
175	10	12	1	0	0	0
176	11	12	1	0	0	0
177	12	12	1	0	0	0
178	13	12	1	0	0	0
179	14	12	1	0	0	0
180	15	12	1	0	0	0
181	1	13	1	0	0	0
182	2	13	1	0	0	0
183	3	13	1	0	0	0
184	4	13	1	0	0	0
185	5	13	1	0	0	0
186	6	13	1	0	0	0
187	7	13	1	0	0	0
188	8	13	1	0	0	0
189	9	13	1	0	0	0
190	10	13	1	0	0	0
191	11	13	1	0	0	0
192	12	13	1	0	0	0
193	13	13	1	0	0	0
194	14	13	1	0	0	0
195	15	13	1	0	0	0
196	1	14	1	0	0	0
197	2	14	1	0	0	0
198	3	14	1	0	0	0
199	4	14	1	0	0	0
200	5	14	1	0	0	0
201	6	14	1	0	0	0
202	7	14	1	0	0	0
203	8	14	1	0	0	0
204	9	14	1	0	0	0
205	10	14	1	0	0	0
206	11	14	1	0	0	0
207	12	14	1	0	0	0
208	13	14	1	0	0	0
209	14	14	1	0	0	0
210	15	14	1	0	0	0
211	1	15	1	0	0	0
212	2	15	1	0	0	0
213	3	15	1	0	0	0
214	4	15	1	0	0	0
215	5	15	1	0	0	0
216	6	15	1	0	0	0
217	7	15	1	0	0	0
218	8	15	1	0	0	0
219	9	15	1	0	0	0
220	10	15	1	0	0	0
221	11	15	1	0	0	0
222	12	15	1	0	0	0
223	13	15	1	0	0	0
224	14	15	1	0	0	0
225	15	15	1	0	0	0
226	1	1	2	0	0	0
227	2	1	2	0	0	0
228	3	1	2	0	0	0
229	4	1	2	0	0	0
230	5	1	2	0	0	0
231	6	1	2	0	0	0
232	7	1	2	0	0	0
233	8	1	2	0	0	0
234	9	1	2	0	0	0
235	10	1	2	0	0	0
236	11	1	2	0	0	0
237	12	1	2	0	0	0
238	13	1	2	0	0	0
239	14	1	2	0	0	0
240	15	1	2	0	0	0
241	1	2	2	0	0	0
242	2	2	2	0	0	0
243	3	2	2	0	0	0
244	4	2	2	0	0	0
245	5	2	2	0	0	0
246	6	2	2	0	0	0
247	7	2	2	0	0	0
248	8	2	2	0	0	0
249	9	2	2	0	0	0
250	10	2	2	0	0	0
251	11	2	2	0	0	0
252	12	2	2	0	0	0
253	13	2	2	0	0	0
254	14	2	2	0	0	0
255	15	2	2	0	0	0
256	1	3	2	0	0	0
257	2	3	2	0	0	0
258	3	3	2	0	0	0
259	4	3	2	0	0	0
260	5	3	2	0	0	0
261	6	3	2	0	0	0
262	7	3	2	0	0	0
263	8	3	2	0	0	0
264	9	3	2	0	0	0
265	10	3	2	0	0	0
266	11	3	2	0	0	0
267	12	3	2	0	0	0
268	13	3	2	0	0	0
269	14	3	2	0	0	0
270	15	3	2	0	0	0
271	1	4	2	0	0	0
272	2	4	2	0	0	0
273	3	4	2	0	0	0
274	4	4	2	0	0	0
275	5	4	2	0	0	0
276	6	4	2	0	0	0
277	7	4	2	0	0	0
278	8	4	2	0	0	0
279	9	4	2	0	0	0
280	10	4	2	0	0	0
281	11	4	2	0	0	0
282	12	4	2	0	0	0
283	13	4	2	0	0	0
284	14	4	2	0	0	0
285	15	4	2	0	0	0
286	1	5	2	0	0	0
287	2	5	2	0	0	0
288	3	5	2	0	0	0
289	4	5	2	0	0	0
290	5	5	2	0	0	0
291	6	5	2	0	0	0
292	7	5	2	0	0	0
293	8	5	2	0	0	0
294	9	5	2	0	0	0
295	10	5	2	0	0	0
296	11	5	2	0	0	0
297	12	5	2	0	0	0
298	13	5	2	0	0	0
299	14	5	2	0	0	0
300	15	5	2	0	0	0
301	1	6	2	0	0	0
302	2	6	2	0	0	0
303	3	6	2	0	0	0
304	4	6	2	0	0	0
305	5	6	2	0	0	0
306	6	6	2	0	0	0
307	7	6	2	0	0	0
308	8	6	2	0	0	0
309	9	6	2	0	0	0
310	10	6	2	0	0	0
311	11	6	2	0	0	0
312	12	6	2	0	0	0
313	13	6	2	0	0	0
314	14	6	2	0	0	0
315	15	6	2	0	0	0
316	1	7	2	0	0	0
317	2	7	2	0	0	0
318	3	7	2	0	0	0
319	4	7	2	0	0	0
320	5	7	2	0	0	0
321	6	7	2	0	0	0
322	7	7	2	0	0	0
323	8	7	2	0	0	0
324	9	7	2	0	0	0
325	10	7	2	0	0	0
326	11	7	2	0	0	0
327	12	7	2	0	0	0
328	13	7	2	0	0	0
329	14	7	2	0	0	0
330	15	7	2	0	0	0
331	1	8	2	0	0	0
332	2	8	2	0	0	0
333	3	8	2	0	0	0
334	4	8	2	0	0	0
335	5	8	2	0	0	0
336	6	8	2	0	0	0
337	7	8	2	0	0	0
338	8	8	2	0	0	0
339	9	8	2	0	0	0
340	10	8	2	0	0	0
341	11	8	2	0	0	0
342	12	8	2	0	0	0
343	13	8	2	0	0	0
344	14	8	2	0	0	0
345	15	8	2	0	0	0
346	1	9	2	0	0	0
347	2	9	2	0	0	0
348	3	9	2	0	0	0
349	4	9	2	0	0	0
350	5	9	2	0	0	0
351	6	9	2	0	0	0
352	7	9	2	0	0	0
353	8	9	2	0	0	0
354	9	9	2	0	0	0
355	10	9	2	0	0	0
356	11	9	2	0	0	0
357	12	9	2	0	0	0
358	13	9	2	0	0	0
359	14	9	2	0	0	0
360	15	9	2	0	0	0
361	1	10	2	0	0	0
362	2	10	2	0	0	0
363	3	10	2	0	0	0
364	4	10	2	0	0	0
365	5	10	2	0	0	0
366	6	10	2	0	0	0
367	7	10	2	0	0	0
368	8	10	2	0	0	0
369	9	10	2	0	0	0
370	10	10	2	0	0	0
371	11	10	2	0	0	0
372	12	10	2	0	0	0
373	13	10	2	0	0	0
374	14	10	2	0	0	0
375	15	10	2	0	0	0
376	1	11	2	0	0	0
377	2	11	2	0	0	0
378	3	11	2	0	0	0
379	4	11	2	0	0	0
380	5	11	2	0	0	0
381	6	11	2	0	0	0
382	7	11	2	0	0	0
383	8	11	2	0	0	0
384	9	11	2	0	0	0
385	10	11	2	0	0	0
386	11	11	2	0	0	0
387	12	11	2	0	0	0
388	13	11	2	0	0	0
389	14	11	2	0	0	0
390	15	11	2	0	0	0
391	1	12	2	0	0	0
392	2	12	2	0	0	0
393	3	12	2	0	0	0
394	4	12	2	0	0	0
395	5	12	2	0	0	0
396	6	12	2	0	0	0
397	7	12	2	0	0	0
398	8	12	2	0	0	0
399	9	12	2	0	0	0
400	10	12	2	0	0	0
401	11	12	2	0	0	0
402	12	12	2	0	0	0
403	13	12	2	0	0	0
404	14	12	2	0	0	0
405	15	12	2	0	0	0
406	1	13	2	0	0	0
407	2	13	2	0	0	0
408	3	13	2	0	0	0
409	4	13	2	0	0	0
410	5	13	2	0	0	0
411	6	13	2	0	0	0
412	7	13	2	0	0	0
413	8	13	2	0	0	0
414	9	13	2	0	0	0
415	10	13	2	0	0	0
416	11	13	2	0	0	0
417	12	13	2	0	0	0
418	13	13	2	0	0	0
419	14	13	2	0	0	0
420	15	13	2	0	0	0
421	1	14	2	0	0	0
422	2	14	2	0	0	0
423	3	14	2	0	0	0
424	4	14	2	0	0	0
425	5	14	2	0	0	0
426	6	14	2	0	0	0
427	7	14	2	0	0	0
428	8	14	2	0	0	0
429	9	14	2	0	0	0
430	10	14	2	0	0	0
431	11	14	2	0	0	0
432	12	14	2	0	0	0
433	13	14	2	0	0	0
434	14	14	2	0	0	0
435	15	14	2	0	0	0
436	1	15	2	0	0	0
437	2	15	2	0	0	0
438	3	15	2	0	0	0
439	4	15	2	0	0	0
440	5	15	2	0	0	0
441	6	15	2	0	0	0
442	7	15	2	0	0	0
443	8	15	2	0	0	0
444	9	15	2	0	0	0
445	10	15	2	0	0	0
446	11	15	2	0	0	0
447	12	15	2	0	0	0
448	13	15	2	0	0	0
449	14	15	2	0	0	0
450	15	15	2	0	0	0
451	1	1	3	14	0	0
452	2	1	3	16	0	0
453	3	1	3	21	0	0
454	4	1	3	18	0	0
455	5	1	3	26	0	0
456	6	1	3	14	0	0
457	7	1	3	19	0	0
458	8	1	3	16	0	0
459	9	1	3	23	0	0
460	10	1	3	22	0	0
461	11	1	3	19	0	0
462	12	1	3	23	0	0
463	13	1	3	17	0	0
464	14	1	3	22	0	0
465	15	1	3	18	0	0
466	1	2	3	17	0	0
467	2	2	3	34	0	0
468	3	2	3	24	0	0
469	4	2	3	19	0	0
470	5	2	3	18	0	0
471	6	2	3	30	0	0
472	7	2	3	39	0	0
473	8	2	3	40	0	0
474	9	2	3	36	0	0
475	10	2	3	35	0	0
476	11	2	3	38	0	0
477	12	2	3	23	0	0
478	13	2	3	14	0	0
479	14	2	3	36	0	0
480	15	2	3	21	0	0
481	1	3	3	37	0	0
482	2	3	3	48	0	0
483	3	3	3	39	0	0
484	4	3	3	48	0	0
485	5	3	3	48	0	0
486	6	3	3	35	0	0
487	7	3	3	42	0	0
488	8	3	3	51	0	0
489	9	3	3	53	0	0
490	10	3	3	57	0	0
491	11	3	3	44	0	0
492	12	3	3	43	0	0
493	13	3	3	53	0	0
494	14	3	3	33	0	0
495	15	3	3	30	0	0
496	1	4	3	49	0	0
497	2	4	3	73	0	0
498	3	4	3	87	0	0
499	4	4	3	84	0	0
500	5	4	3	86	0	0
501	6	4	3	79	0	0
502	7	4	3	80	0	0
503	8	4	3	71	0	0
504	9	4	3	106	0	0
505	10	4	3	94	0	0
506	11	4	3	70	0	0
507	12	4	3	75	0	0
508	13	4	3	85	0	0
509	14	4	3	64	0	0
510	15	4	3	53	0	0
511	1	5	3	156	0	0
512	2	5	3	184	0	0
513	3	5	3	190	0	0
514	4	5	3	175	0	0
515	5	5	3	208	0	0
516	6	5	3	181	0	0
517	7	5	3	208	0	0
518	8	5	3	199	0	0
519	9	5	3	237	0	0
520	10	5	3	209	0	0
521	11	5	3	217	0	0
522	12	5	3	207	0	0
523	13	5	3	192	0	0
524	14	5	3	203	0	0
525	15	5	3	153	0	0
526	1	6	3	40332	172674	38607
527	2	6	3	40910	175595	38297
528	3	6	3	40717	175477	38324
529	4	6	3	40738	174850	38351
530	5	6	3	40994	175365	38360
531	6	6	3	40546	174257	38418
532	7	6	3	40409	175069	38336
533	8	6	3	40791	175406	38312
534	9	6	3	40943	175686	38323
535	10	6	3	41163	175594	38252
536	11	6	3	40487	174832	38380
537	12	6	3	40896	175959	38261
538	13	6	3	40799	174999	38391
539	14	6	3	41024	174896	38333
540	15	6	3	40288	173458	38537
541	1	7	3	124	0	0
542	2	7	3	154	0	0
543	3	7	3	183	0	0
544	4	7	3	162	0	0
545	5	7	3	159	0	0
546	6	7	3	160	0	0
547	7	7	3	166	0	0
548	8	7	3	205	0	0
549	9	7	3	151	0	0
550	10	7	3	161	0	0
551	11	7	3	173	0	0
552	12	7	3	164	0	0
553	13	7	3	163	0	0
554	14	7	3	150	0	0
555	15	7	3	115	0	0
556	1	8	3	51	0	0
557	2	8	3	65	0	0
558	3	8	3	58	0	0
559	4	8	3	61	0	0
560	5	8	3	50	0	0
561	6	8	3	60	0	0
562	7	8	3	81	0	0
563	8	8	3	58	0	0
564	9	8	3	52	0	0
565	10	8	3	56	0	0
566	11	8	3	61	0	0
567	12	8	3	71	0	0
568	13	8	3	56	0	0
569	14	8	3	47	0	0
570	15	8	3	36	0	0
571	1	9	3	15	0	0
572	2	9	3	20	0	0
573	3	9	3	21	0	0
574	4	9	3	29	0	0
575	5	9	3	22	0	0
576	6	9	3	21	0	0
577	7	9	3	30	0	0
578	8	9	3	31	0	0
579	9	9	3	23	0	0
580	10	9	3	28	0	0
581	11	9	3	21	0	0
582	12	9	3	24	0	0
583	13	9	3	19	0	0
584	14	9	3	26	0	0
585	15	9	3	16	0	0
586	1	10	3	7	0	0
587	2	10	3	16	0	0
588	3	10	3	17	0	0
589	4	10	3	14	0	0
590	5	10	3	21	0	0
591	6	10	3	9	0	0
592	7	10	3	12	0	0
593	8	10	3	15	0	0
594	9	10	3	16	0	0
595	10	10	3	11	0	0
596	11	10	3	16	0	0
597	12	10	3	11	0	0
598	13	10	3	10	0	0
599	14	10	3	11	0	0
600	15	10	3	13	0	0
601	1	11	3	11	0	0
602	2	11	3	5	0	0
603	3	11	3	8	0	0
604	4	11	3	7	0	0
605	5	11	3	4	0	0
606	6	11	3	6	0	0
607	7	11	3	7	0	0
608	8	11	3	10	0	0
609	9	11	3	8	0	0
610	10	11	3	9	0	0
611	11	11	3	8	0	0
612	12	11	3	11	0	0
613	13	11	3	6	0	0
614	14	11	3	10	0	0
615	15	11	3	12	0	0
616	1	12	3	7	0	0
617	2	12	3	5	0	0
618	3	12	3	2	0	0
619	4	12	3	4	0	0
620	5	12	3	3	0	0
621	6	12	3	4	0	0
622	7	12	3	9	0	0
623	8	12	3	4	0	0
624	9	12	3	10	0	0
625	10	12	3	5	0	0
626	11	12	3	11	0	0
627	12	12	3	10	0	0
628	13	12	3	5	0	0
629	14	12	3	3	0	0
630	15	12	3	3	0	0
631	1	13	3	7	0	0
632	2	13	3	3	0	0
633	3	13	3	0	0	0
634	4	13	3	2	0	0
635	5	13	3	8	0	0
636	6	13	3	3	0	0
637	7	13	3	7	0	0
638	8	13	3	4	0	0
639	9	13	3	7	0	0
640	10	13	3	4	0	0
641	11	13	3	4	0	0
642	12	13	3	6	0	0
643	13	13	3	4	0	0
644	14	13	3	2	0	0
645	15	13	3	3	0	0
646	1	14	3	2	0	0
647	2	14	3	4	0	0
648	3	14	3	3	0	0
649	4	14	3	3	0	0
650	5	14	3	3	0	0
651	6	14	3	4	0	0
652	7	14	3	1	0	0
653	8	14	3	2	0	0
654	9	14	3	0	0	0
655	10	14	3	10	0	0
656	11	14	3	8	0	0
657	12	14	3	1	0	0
658	13	14	3	1	0	0
659	14	14	3	4	0	0
660	15	14	3	2	0	0
661	1	15	3	4	0	0
662	2	15	3	1	0	0
663	3	15	3	2	0	0
664	4	15	3	3	0	0
665	5	15	3	1	0	0
666	6	15	3	4	0	0
667	7	15	3	3	0	0
668	8	15	3	2	0	0
669	9	15	3	3	0	0
670	10	15	3	4	0	0
671	11	15	3	2	0	0
672	12	15	3	1	0	0
673	13	15	3	3	0	0
674	14	15	3	2	0	0
675	15	15	3	2	0	0
676	1	1	4	0	0	0
677	2	1	4	0	0	0
678	3	1	4	0	0	0
679	4	1	4	0	0	0
680	5	1	4	0	0	0
681	6	1	4	0	0	0
682	7	1	4	0	0	0
683	8	1	4	0	0	0
684	9	1	4	0	0	0
685	10	1	4	0	0	0
686	11	1	4	0	0	0
687	12	1	4	0	0	0
688	13	1	4	0	0	0
689	14	1	4	0	0	0
690	15	1	4	0	0	0
691	1	2	4	0	0	0
692	2	2	4	0	0	0
693	3	2	4	0	0	0
694	4	2	4	0	0	0
695	5	2	4	0	0	0
696	6	2	4	0	0	0
697	7	2	4	0	0	0
698	8	2	4	0	0	0
699	9	2	4	0	0	0
700	10	2	4	0	0	0
701	11	2	4	0	0	0
702	12	2	4	0	0	0
703	13	2	4	0	0	0
704	14	2	4	0	0	0
705	15	2	4	0	0	0
706	1	3	4	0	0	0
707	2	3	4	0	0	0
708	3	3	4	0	0	0
709	4	3	4	0	0	0
710	5	3	4	0	0	0
711	6	3	4	0	0	0
712	7	3	4	0	0	0
713	8	3	4	0	0	0
714	9	3	4	0	0	0
715	10	3	4	0	0	0
716	11	3	4	0	0	0
717	12	3	4	0	0	0
718	13	3	4	0	0	0
719	14	3	4	0	0	0
720	15	3	4	0	0	0
721	1	4	4	0	0	0
722	2	4	4	0	0	0
723	3	4	4	0	0	0
724	4	4	4	0	0	0
725	5	4	4	0	0	0
726	6	4	4	0	0	0
727	7	4	4	0	0	0
728	8	4	4	0	0	0
729	9	4	4	0	0	0
730	10	4	4	0	0	0
731	11	4	4	0	0	0
732	12	4	4	0	0	0
733	13	4	4	0	0	0
734	14	4	4	0	0	0
735	15	4	4	0	0	0
736	1	5	4	0	0	0
737	2	5	4	0	0	0
738	3	5	4	0	0	0
739	4	5	4	0	0	0
740	5	5	4	0	0	0
741	6	5	4	0	0	0
742	7	5	4	0	0	0
743	8	5	4	0	0	0
744	9	5	4	0	0	0
745	10	5	4	0	0	0
746	11	5	4	0	0	0
747	12	5	4	0	0	0
748	13	5	4	0	0	0
749	14	5	4	0	0	0
750	15	5	4	0	0	0
751	1	6	4	0	0	0
752	2	6	4	0	0	0
753	3	6	4	0	0	0
754	4	6	4	0	0	0
755	5	6	4	0	0	0
756	6	6	4	0	0	0
757	7	6	4	0	0	0
758	8	6	4	0	0	0
759	9	6	4	0	0	0
760	10	6	4	0	0	0
761	11	6	4	0	0	0
762	12	6	4	0	0	0
763	13	6	4	0	0	0
764	14	6	4	0	0	0
765	15	6	4	0	0	0
766	1	7	4	674	3399	3364
767	2	7	4	700	3322	3325
768	3	7	4	736	3344	3308
769	4	7	4	728	3442	3350
770	5	7	4	764	3337	3271
771	6	7	4	837	3328	3230
772	7	7	4	738	3272	3284
773	8	7	4	750	3196	3297
774	9	7	4	751	3332	3392
775	10	7	4	687	3353	3307
776	11	7	4	754	3287	3344
777	12	7	4	791	3211	3312
778	13	7	4	739	3343	3332
779	14	7	4	786	3324	3278
780	15	7	4	718	3292	3306
781	1	8	4	1404	6256	6051
782	2	8	4	1299	5974	6026
783	3	8	4	1445	6115	5955
784	4	8	4	1435	6069	5949
785	5	8	4	1462	6052	5955
786	6	8	4	1371	6215	6113
787	7	8	4	1495	6028	5959
788	8	8	4	1403	5990	5976
789	9	8	4	1348	6077	6051
790	10	8	4	1317	5905	6044
791	11	8	4	1342	6057	5984
792	12	8	4	1359	6151	5949
793	13	8	4	1322	6071	6103
794	14	8	4	1375	6083	6036
795	15	8	4	1215	6039	6239
796	1	9	4	1933	8489	8383
797	2	9	4	1963	8511	8325
798	3	9	4	1955	8276	8257
799	4	9	4	1967	8336	8182
800	5	9	4	1939	8421	8244
801	6	9	4	1821	8366	8393
802	7	9	4	1932	8278	8296
803	8	9	4	1867	8175	8321
804	9	9	4	1930	8479	8388
805	10	9	4	1859	8414	8291
806	11	9	4	1938	8433	8193
807	12	9	4	1853	8239	8350
808	13	9	4	1887	8447	8263
809	14	9	4	1946	8355	8079
810	15	9	4	1827	8265	8382
811	1	10	4	2296	10331	10240
812	2	10	4	2294	10179	10206
813	3	10	4	2266	10090	10156
814	4	10	4	2327	10393	10254
815	5	10	4	2244	10305	10125
816	6	10	4	2324	10413	10213
817	7	10	4	2304	10029	10375
818	8	10	4	2256	10199	10274
819	9	10	4	2430	10561	9961
820	10	10	4	2438	10262	10107
821	11	10	4	2397	10344	10207
822	12	10	4	2370	10394	10167
823	13	10	4	2502	10289	10041
824	14	10	4	2342	10439	10232
825	15	10	4	2444	10155	10062
826	1	11	4	2652	11648	11778
827	2	11	4	2669	11503	11817
828	3	11	4	2608	11738	11775
829	4	11	4	2786	11681	11498
830	5	11	4	2822	12124	11597
831	6	11	4	2693	11898	11700
832	7	11	4	2782	12149	11493
833	8	11	4	2648	11672	11591
834	9	11	4	2585	11863	11741
835	10	11	4	2715	11661	11558
836	11	11	4	2715	11779	11690
837	12	11	4	2723	11616	11564
838	13	11	4	2692	11716	11644
839	14	11	4	2744	11788	11612
840	15	11	4	2639	11500	11684
841	1	12	4	3006	13008	12797
842	2	12	4	2920	12858	12961
843	3	12	4	2893	13105	13117
844	4	12	4	2925	13184	12797
845	5	12	4	2959	12889	12839
846	6	12	4	2884	12912	13052
847	7	12	4	2999	13172	12896
848	8	12	4	2906	12875	13005
849	9	12	4	2968	13140	12731
850	10	12	4	2837	12886	13098
851	11	12	4	3038	13058	12870
852	12	12	4	2841	12943	13003
853	13	12	4	3092	13222	12929
854	14	12	4	3070	13249	12923
855	15	12	4	2975	12950	13027
856	1	13	4	3218	14203	13654
857	2	13	4	3254	14632	13669
858	3	13	4	3335	14202	13695
859	4	13	4	3389	14296	13629
860	5	13	4	3384	14409	13666
861	6	13	4	3312	14391	13677
862	7	13	4	3395	14688	13655
863	8	13	4	3342	14500	13613
864	9	13	4	3285	14420	13688
865	10	13	4	3277	14397	13676
866	11	13	4	3193	14347	13680
867	12	13	4	3188	14397	13644
868	13	13	4	3305	14320	13676
869	14	13	4	3277	14549	13692
870	15	13	4	3380	14428	13682
871	1	14	4	3750	16622	13877
872	2	14	4	3762	16629	13900
873	3	14	4	3784	16507	13892
874	4	14	4	3800	16520	13886
875	5	14	4	3701	16510	13898
876	6	14	4	3712	16510	13882
877	7	14	4	3730	16260	13915
878	8	14	4	3746	16709	13878
879	9	14	4	3729	16409	13862
880	10	14	4	3714	16450	13876
881	11	14	4	3712	16512	13896
882	12	14	4	3765	16400	13907
883	13	14	4	3770	16350	13877
884	14	14	4	3802	16498	13892
885	15	14	4	3800	16494	13871
886	1	15	4	2771	12318	11554
887	2	15	4	2771	12226	11550
888	3	15	4	2864	12439	11494
889	4	15	4	2900	12322	11553
890	5	15	4	2879	12392	11559
891	6	15	4	2764	12380	11547
892	7	15	4	2786	12298	11583
893	8	15	4	2921	12337	11539
894	9	15	4	2805	12203	11557
895	10	15	4	2845	12221	11532
896	11	15	4	2772	12270	11547
897	12	15	4	2862	12252	11517
898	13	15	4	2858	12207	11543
899	14	15	4	2844	12503	11530
900	15	15	4	2860	12347	11573
901	1	1	5	0	0	0
902	2	1	5	0	0	0
903	3	1	5	0	0	0
904	4	1	5	0	0	0
905	5	1	5	0	0	0
906	6	1	5	0	0	0
907	7	1	5	0	0	0
908	8	1	5	0	0	0
909	9	1	5	0	0	0
910	10	1	5	0	0	0
911	11	1	5	0	0	0
912	12	1	5	0	0	0
913	13	1	5	0	0	0
914	14	1	5	0	0	0
915	15	1	5	0	0	0
916	1	2	5	0	0	0
917	2	2	5	0	0	0
918	3	2	5	0	0	0
919	4	2	5	0	0	0
920	5	2	5	0	0	0
921	6	2	5	0	0	0
922	7	2	5	0	0	0
923	8	2	5	0	0	0
924	9	2	5	0	0	0
925	10	2	5	0	0	0
926	11	2	5	0	0	0
927	12	2	5	0	0	0
928	13	2	5	0	0	0
929	14	2	5	0	0	0
930	15	2	5	0	0	0
931	1	3	5	0	0	0
932	2	3	5	0	0	0
933	3	3	5	0	0	0
934	4	3	5	0	0	0
935	5	3	5	0	0	0
936	6	3	5	0	0	0
937	7	3	5	0	0	0
938	8	3	5	0	0	0
939	9	3	5	0	0	0
940	10	3	5	0	0	0
941	11	3	5	0	0	0
942	12	3	5	0	0	0
943	13	3	5	0	0	0
944	14	3	5	0	0	0
945	15	3	5	0	0	0
946	1	4	5	0	0	0
947	2	4	5	0	0	0
948	3	4	5	0	0	0
949	4	4	5	0	0	0
950	5	4	5	0	0	0
951	6	4	5	0	0	0
952	7	4	5	0	0	0
953	8	4	5	0	0	0
954	9	4	5	0	0	0
955	10	4	5	0	0	0
956	11	4	5	0	0	0
957	12	4	5	0	0	0
958	13	4	5	0	0	0
959	14	4	5	0	0	0
960	15	4	5	0	0	0
961	1	5	5	0	0	0
962	2	5	5	0	0	0
963	3	5	5	0	0	0
